sample,parent,early.or.late,dys.nondys,high.low.fecund,plate,CO.sum,female.count,male.count,all.progeny.count,batch
NonDys19_E06,8,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_E07,8,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_E08,8,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_E09,8,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_E10,8,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_E11,8,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_E12,8,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_F01,8,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_F02,8,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_F03,9,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_F04,9,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_F05,9,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_F06,9,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_F07,9,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_F08,9,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_F09,9,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_F10,9,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_F11,9,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_F12,10,E,nondys,NA,NonDys19,8,NA,NA,NA,2
NonDys19_G02,10,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_G03,10,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_G04,10,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_G05,10,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_G06,10,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_G07,10,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_G08,10,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_G09,10,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_G10,10,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_G11,10,E,nondys,NA,NonDys19,2,NA,NA,NA,2
NonDys19_G12,10,E,nondys,NA,NonDys19,11,NA,NA,NA,2
NonDys19_H02,14,E,nondys,NA,NonDys19,10,NA,NA,NA,2
NonDys19_H03,14,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_H04,14,E,nondys,NA,NonDys19,11,NA,NA,NA,2
NonDys19_H05,14,E,nondys,NA,NonDys19,8,NA,NA,NA,2
NonDys19_H06,14,E,nondys,NA,NonDys19,7,NA,NA,NA,2
NonDys19_H07,14,E,nondys,NA,NonDys19,11,NA,NA,NA,2
NonDys19_H08,14,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys19_H09,14,E,nondys,NA,NonDys19,8,NA,NA,NA,2
NonDys19_H10,14,E,nondys,NA,NonDys19,5,NA,NA,NA,2
NonDys19_H11,14,E,nondys,NA,NonDys19,6,NA,NA,NA,2
NonDys20_A03,14,E,nondys,NA,NonDys20,3,NA,NA,NA,2
NonDys20_A04,14,E,nondys,NA,NonDys20,6,NA,NA,NA,2
NonDys20_A05,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_A07,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_A08,15,E,nondys,NA,NonDys20,13,NA,NA,NA,2
NonDys20_A09,15,E,nondys,NA,NonDys20,12,NA,NA,NA,2
NonDys20_A10,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_A12,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_B02,15,E,nondys,NA,NonDys20,7,NA,NA,NA,2
NonDys20_B03,15,E,nondys,NA,NonDys20,2,NA,NA,NA,2
NonDys20_B04,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_B05,15,E,nondys,NA,NonDys20,11,NA,NA,NA,2
NonDys20_B06,15,E,nondys,NA,NonDys20,6,NA,NA,NA,2
NonDys20_B07,15,E,nondys,NA,NonDys20,11,NA,NA,NA,2
NonDys20_B08,15,E,nondys,NA,NonDys20,7,NA,NA,NA,2
NonDys20_B09,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_B10,15,E,nondys,NA,NonDys20,10,NA,NA,NA,2
NonDys20_B11,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_B12,15,E,nondys,NA,NonDys20,8,NA,NA,NA,2
NonDys20_E02,4018,E,dys,low,NonDys20,11,2,0,2,2
NonDys20_E03,4018,E,dys,low,NonDys20,5,2,0,2,2
NonDys20_E04,4021,L,dys,low,NonDys20,8,2,2,4,2
NonDys20_E05,4021,L,dys,low,NonDys20,11,2,2,4,2
NonDys20_E06,4022,E,dys,low,NonDys20,9,1,3,4,2
NonDys20_E07,4031,L,dys,low,NonDys20,11,6,9,15,2
NonDys20_E08,4031,L,dys,low,NonDys20,6,6,9,15,2
NonDys20_E10,4031,L,dys,low,NonDys20,6,6,9,15,2
NonDys20_E11,4031,L,dys,low,NonDys20,6,6,9,15,2
NonDys20_E12,4031,L,dys,low,NonDys20,7,6,9,15,2
NonDys20_F01,4019,E,dys,low,NonDys20,8,14,10,24,2
NonDys20_F02,4019,E,dys,low,NonDys20,11,14,10,24,2
NonDys20_F03,4019,E,dys,low,NonDys20,8,14,10,24,2
NonDys20_F04,4019,E,dys,low,NonDys20,5,14,10,24,2
NonDys20_F05,4019,E,dys,low,NonDys20,7,14,10,24,2
NonDys20_F06,4019,E,dys,low,NonDys20,8,14,10,24,2
NonDys20_F07,4019,E,dys,low,NonDys20,7,14,10,24,2
NonDys20_F08,4019,E,dys,low,NonDys20,6,14,10,24,2
NonDys20_F09,4019,E,dys,low,NonDys20,11,14,10,24,2
NonDys20_F10,4019,E,dys,low,NonDys20,9,14,10,24,2
NonDys20_F11,4019,E,dys,low,NonDys20,6,14,10,24,2
NonDys20_F12,4019,E,dys,low,NonDys20,10,14,10,24,2
NonDys20_G01,4019,L,dys,low,NonDys20,6,14,10,24,2
NonDys20_G02,4019,L,dys,low,NonDys20,4,14,10,24,2
NonDys20_G03,4027,E,dys,low,NonDys20,11,2,0,2,2
NonDys20_G04,4027,E,dys,low,NonDys20,5,2,0,2,2
NonDys20_G05,4084,E,dys,low,NonDys20,10,11,6,17,2
NonDys20_G06,4084,E,dys,low,NonDys20,3,11,6,17,2
NonDys20_G07,4084,E,dys,low,NonDys20,4,11,6,17,2
NonDys20_G08,4084,E,dys,low,NonDys20,3,11,6,17,2
NonDys20_G09,4084,E,dys,low,NonDys20,4,11,6,17,2
NonDys20_G10,4084,E,dys,low,NonDys20,5,11,6,17,2
NonDys20_G11,4084,E,dys,low,NonDys20,8,11,6,17,2
NonDys20_G12,4084,E,dys,low,NonDys20,9,11,6,17,2
NonDys20_H01,4084,L,dys,low,NonDys20,9,11,6,17,2
NonDys20_H03,4084,L,dys,low,NonDys20,5,11,6,17,2
NonDys20_H04,4086,E,dys,low,NonDys20,9,4,0,4,2
NonDys20_H05,4086,E,dys,low,NonDys20,9,4,0,4,2
NonDys20_H06,4086,E,dys,low,NonDys20,8,4,0,4,2
NonDys20_H07,4086,E,dys,low,NonDys20,6,4,0,4,2
NonDys20_H08,4070,E,dys,low,NonDys20,9,2,0,2,2
NonDys20_H09,4071,L,dys,low,NonDys20,11,1,0,1,2
NonDys20_H10,4040,E,dys,low,NonDys20,10,1,0,1,2
NonDys20_H11,4050,E,dys,low,NonDys20,7,1,0,1,2
NonDys20_H12,4084,E,dys,low,NonDys20,5,11,6,17,2
